institution_name,prov_terr,record_id,member,url,Program,Credential,Campus,Duration,Description,WIL
Yukon College,Yukon,56824492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.yukonu.ca/programs/computer-support-technician,Computer Support Technician (not accepting applications),Diploma,Online/Video,One-year certificate AND Full- or part-time,"The Computer Support Technician (CST) program is offered entirely online and can be taken on a full- or part-time basis.

This program will provide students with the knowledge and skills needed to understand the theoretical and applied uses of information technology (IT) in various business applications.

The program prepares students to enter the IT workforce as computer system support technicians or network technicians.

After one year of full-time studies, students will have gained detailed knowledge of several PC applications and operating systems. They will be able to install, configure and troubleshoot software in both stand-alone and networked environments. The coursework will also provide them with customer service skills and an understanding of IT in a business environment.

Three areas of concentration are available through the certificate:

web development
	system administration
	database administration
Online course delivery

The program is delivered entirely online but is not self-paced. Course scheduling is not unlike scheduling of face-to-face courses with start and end dates. Online delivery of courses provides additional opportunities but also some challenges and does require significant commitment from students. Benefits include:

flexible hours of study
	availability of the program in remote communities
	increased course availability for those students who work part-time
Students will work mostly on their own without the benefit of the classroom experience. Students who enroll in the program must have exceptional organizational skills, be motivated to schedule their own time for study and submit assignments on time.

The courses in this program will have schedules that must be adhered to in order to complete them successfully.

Upon completion of the certificate, students will have achieved:

Competency in the use of various software applications, including operating systems.
	Basic understanding of computer networking theory.
	Competency in applying the basic technological knowledge and skills to plan, implement and maintain a network.
	Basic understanding of business functions as they relate to information technology professionals.
	Competency in public and customer relations skills.
	Concrete knowledge and practice in installing, diagnosing and maintaining computer hardware.
	Skills and knowledge to write various industry certification examinations, such as Cisco IT Essentials, CompTIA A+ and CompTIA Networks+.
	Foundational skills in programming and scripting.
	Basic website development and mark-up language programming skills.
	Ability to work successfully as part of a team to complete a project; configure basic web; demonstrate familiarity with web standards; demonstrate effective problem definition and solving within a good customer service context.
	Ability to create basic systems requirements for existing or desired business processes.
",
Yukon College,Yukon,56824492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.yukonu.ca/programs/culinary-arts,Culinary Arts,Certificate,Whitehorse (Ayamdigut),One-year,"The Culinary Arts program is designed to meet the need for qualified cooks in the hospitality industry. The program provides professional cook training in a practical, hands-on learning environment achieved through our commercial kitchen.

Students will rotate through a variety of stations in the kitchen. Each station has a different culinary focus. Students will also participate in a variety of caterings, banquets and community events, all of which broaden and enhance the student experience.

Apprenticeship Level I and Level II Cooks Exam

Culinary Arts students must write and pass the Apprenticeship Level I exam early in the second term followed by the Level II Cooks exam towards the end of the second term. (Students must pass the Level I exam to be eligible to write the Level II Cooks exam.)

Students who successfully complete the program, and pass the Level I exam may be eligible for up to 1,040 hours time credit towards a Cook Apprenticeship program. This time credit is based upon the recommendation of the employer who is signatory to the initial Apprenticeship Agreement.

Students who pass the Cook Apprenticeship Level exam(s) would be exempt from attending that level of apprenticeship in-school training.",
Yukon College,Yukon,56824492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.yukonu.ca/programs/early-learning-and-child-care,Early Learning and Child Care,"Diploma
                Certificate","Whitehorse (Ayamdigut), Online/Video",One-year certificate AND Two-year diploma AND Part-time option available,"The objective of the Early Learning and Child Care (ELCC) program is to meet the needs identified by the community for the educational preparation of early childhood educators. 

We provide opportunities for students to develop the knowledge, skills and abilities necessary to provide early learning opportunities and child care for young children and families.

Throughout the program, students learn to assist children in all areas of growth and development.

Theory courses for the ELCC program offer the option of either face-to-face or video/online delivery.

Certificate program

The ELCC certificate program may be pursued on a full- or part-time basis and consists of 13 courses, including English, two practicum placements and one elective for a total of 35 credits.

Diploma program

The ELCC diploma program may be pursued on a full- or part-time basis and consists of 24 courses, including English, four practicum placements and three electives for a total of 66 credits.",
Yukon College,Yukon,56824492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.yukonu.ca/programs/earth-sciences,Earth Sciences,Diploma,Whitehorse (Ayamdigut),Two-year and three-year pathways,"Earth science literacy is critical to meet the needs of modern society. The study of the Earth is focused not only on the rocks and minerals that make up solid Earth but also on the interaction of these materials with other earth systems. An understanding of Earth’s evolution through time allows earth scientists to interpret present-day conditions on our planet and predict how they will change in the future; these changes will affect both human societies and the natural environment.

Earth scientists are stewards of the planet’s mineral, energy and water resources. They must also be problem solvers, as Earth’s natural resources are currently threatened by climate change, overconsumption and natural disasters. In the North, we live in a complex landscape where earth scientists must address the legacy of contaminated sites, support sustainable resource discovery and extraction, and grapple with a rapidly changing environment.

Students completing the two-year program will receive a diploma in Earth Sciences and be eligible for transfer into upper-level standing in many Canadian B.Sc. geoscience degree programs. A block transfer agreement between Yukon University and Vancouver Island University (VIU) allows Earth Science program graduates to easily transfer between institutions and directly apply all completed courses towards completion of a B.Sc. in geoscience from VIU's Department of Earth Science. 

Coursework completed at Yukon University is compatible with the educational requirements for achieving a professional geoscientist (P.Geo.) designation in the environmental geoscience or geology streams. Completion of a B.Sc. degree following the Earth Sciences program allows for upward workplace mobility in scientific and technical fields and enables graduates to continue to upper-level training in science (M.Sc., Ph.D.). 

Program pathways and duration

Students can complete the Earth Sciences diploma program with two years of full-time study. Part-time study is welcomed. Students have reduced course requirements in the summer months to allow for geoscience work experiences. Recommended course completion matrices for each year are provided below.


	Year 1
	
	Fall Semester 
			Winter Semester
			Winter Semester (late April - early May)
		CHEM 110 - The Structure of Matter 
			CHEM 111 - Chemical Energetics and Dynamics
			GEOL 107 - Geological Field Methods and Mapping I
		ENGL 100 - Academic Writing and Critical Thinking
			COMM 204 - Introduction to Scientific and Technical Communication
			 
		GEOL 105 - Physical Geology 
			GEOL 106 - Historical Geology
			 
		
			 MATH 100 - Single Variable Calculus I 
			
			MATH 101 - Single Variable Calculus II
			 
		
			Science Elective (choose 1):

			BIOL 101 - Principles of Biology I 

			GEOG 101 - Physical Geography I

			PHYS 101 - Elementary Physics I
			
			
			Science Elective (choose 1):

			BIOL 102 - Principles of Biology II 

			CPSC 128 - Object-Oriented Programming I

			GEOG 102 - Physical Geography II

			PHYS 102 - Elementary Physics II
			
			 
		Year 2
	Fall Semester
			Winter Semester
			Winter Semester (late April - early May)
		GEOL 200 - Mineralogy
			GEOG 250 - Introduction to Mapping and Geographical Information Systems (GIS)
			GEOL 216 - Geological Field Methods and Mapping II
		GEOL 206 - Sedimentology and Stratigraphy
			GEOL 211 - Geochemistry
			 
		GEOL 208 - Structural Geology
			MATH 105 - Introductory Statistics
			 
		
			Science Elective (choose 1):

			BIOL 101 - Principles of Biology I 

			GEOG 101 - Physical Geography I

			PHYS 101 - Elementary Physics I

			SOIL 210 - Introduction to Soils and Soil Resources
			
			
			Geoscience Elective (choose 1):

			GEOL 301 - Hydrogeology

			GEOL 213 - Geophysics 
			
			 
		 
			
			Science Elective (choose 1):

			BIOL 102 - Principles of Biology II 

			CPSC 128 - Object-Oriented Programming I

			GEOG 102 - Physical Geography II

			PHYS 102 - Elementary Physics II
			
			 
		 

Program learning objectives

The guiding objective of the Earth Sciences program is to provide students with a broadly applicable foundation in geoscience with extensive hands-on exposure and strong connections with industry and government.

Graduates should be well equipped to:

Explain the fundamentals of major concepts in earth science, including surface and groundwater; natural hazards; glaciers, permafrost and climate change; and mineral and hydrocarbon resources.
	 
	Explain earth processes in the context of plate tectonics and the rock cycle.
	 
	Identify the basic physical and chemical controls on the formation of minerals and rocks, and their fundamental properties.
	 
	Identify, measure, and interpret geologic structures and stratigraphy.
	 
	Explain events in geologic history using geologic evidence and place those events in the context of the geologic timescale.
	 
	Characterize geologic environments, past and present, in which rocks and other geologic materials are formed.
	 
	Apply geologic observations to interpret and solve real-world problems related to energy, water and mineral resource development.
	 
	Effectively communicate geoscience concepts and observations to their peers and the general public.
	 
	Describe indigenous perspectives on Earth evolution and geologic history (ethnogeology) and how those perspectives compare with Western scientific knowledge.
	 
	Demonstrate understanding of indigenous land claim agreements and current best practices for consultation in the context of resource development.
	 
	Safely work and collaborate in a field-based setting.
",
Yukon College,Yukon,56824492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.yukonu.ca/programs/yntep-after-degree,Education (YNTEP) - After Degree,Degree,Whitehorse (Ayamdigut),Two-year,"In 1973, the Council for Yukon Indians presented the Federal government of Canada a list of grievances and a pathway to reconciliation in the landmark document 'Together Today for our Children Tomorrow'. A central premise of this profound document was on the educational injustice of the Yukon’s education system and stressed that Yukon schools must teach the history of Yukon First Nations, employ culturally responsive teaching practices and ultimately must be relevant to First Nations students - honouring and validating First Nations rights, spirituality, language, culture, philosophy and pedagogy. Born of this context, the Yukon Native Teacher Education Program (YNTEP) began in 1989 with a vision for change in Yukon schools as collectively voiced by First Nations Chiefs and Elders, community members, educators, and politicians across the Yukon. By entering the program, you have made the decision to be part of an educational tradition that is committed to building educational practices and institutions that supports reconciliation as it pertains to Canada's colonial context. We expect graduates of YNTEP to lead for change in the provision of a curriculum of consequence as a foundation for a brighter future for all Yukon students.

In response to this mandate, The Yukon Native Teacher Education Program (YNTEP) is designed as a two-year, 60 Credit, developmentally configured program leading to a Bachelor of Education degree. Graduates qualify for both Saskatchewan and Yukon Teacher Certification and are eligible for teacher certification throughout Canada.

YNTEP is a full-time program comprised of fall and winter semesters; one spring practicum in a rural community, as well as a one-week summer cultural camp course. The program provides extensive school practicum experiences totalling 22 weeks throughout the two years to ensure that graduates are well prepared for teaching positions in the Yukon, including rural schools, and elsewhere.

One of the goals of YNTEP is to foster critical awareness of the negative consequence of historical colonized schooling and the imperative today for a curriculum experience that values Yukon First Nations’ cultural experiences. Courses in Yukon First Nations history and courses in cross-cultural education and progressive teaching practice serve to assure teacher candidates competence in working with and for the diversity of students across Yukon First Nations.

Central to this commitment is the emphasis placed on experiential learning as a critical part of the YNTEP Program in fostering this transformation and development. Community First Nations Elders and Yukon Education superintendents, consultants, principals and teachers provide YNTEP with support to provide many opportunities for students to experience various schools. Practicums are scheduled throughout the two years, with a capstone internship of 16 weeks in the final year. These are generally arranged in an elementary school setting, although individual arrangements can be considered, because of the specialization of a candidate’s previous degree, in high school and French-language settings. All placements are subject to the availability of co-operating teachers in these schools. Students are expected to undertake at least one four-week placement in a rural school.  

Our commitment is to foster YNTEP teacher candidates in gaining the dispositions, knowledge and skills to develop the habits of mind and capabilities to be day-one-ready for best practice instruction within a cross-cultural and diverse classroom.",
Yukon College,Yukon,56824492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.yukonu.ca/programs/yukon-native-teacher-education-program-degree,Education (YNTEP) - Degree,Degree,Whitehorse (Ayamdigut),Four-year,"In 1973, the Council for Yukon Indians presented the Federal government of Canada a list of grievances and a pathway to reconciliation in the landmark document 'Together Today for our Children Tomorrow'.  A central premise of this profound document was attention to the educational injustice of the Yukon’s education system. In response to this, CYI stressed that Yukon schools must teach the history of Yukon First Nations, employ culturally responsive teaching practices and ultimately must be relevant to First Nations students - honouring and validating First Nations rights, spirituality, language, culture, philosophy and pedagogy. 

Born of this context, the Yukon Native Teacher Education Program (YNTEP) began in 1989 with a vision for change in Yukon schools as collectively voiced by First Nations Chiefs and Elders, community members, educators, and politicians across the Yukon.  By entering the program, you have made the decision to be part of an educational tradition that is committed to building educational practices and institutions that supports reconciliation as it pertains to Canada's colonial context. We expect graduates of YNTEP to lead for change in the provision of a curriculum of consequence as a foundation for a brighter future for all Yukon students and their communities.

In response to this mandate, The Yukon Native Teacher Education Program (YNTEP) is designed as a four-year, 120 Credit, developmentally configured program leading to a Bachelor of Education degree. Graduates qualify for both Saskatchewan and Yukon Teacher Certification and are eligible for teacher certification throughout Canada.

YNTEP is a full-time program comprised of fall and winter semesters; two spring practica, First Nations language instruction, as well as a one-week summer cultural camp course. The program provides extensive school practicum experiences totalling 26 weeks throughout the four years to ensure that graduates are well prepared for teaching positions in the Yukon, including rural schools, and elsewhere.

One of the goals of YNTEP is to foster critical awareness of the negative consequence of historical colonized schooling and the imperative today for a curriculum experience that values Yukon First Nations’ cultural experiences. Courses in Yukon First Nations history and courses in cross-cultural education and progressive teaching practice serve to assure teacher candidates competence in working with and for the diversity of students across Yukon First Nations.

Central to this commitment is the emphasis placed on experiential learning as a critical part of the YNTEP Program in fostering this transformation and development. Community First Nations Elders and Yukon Education superintendents, consultants, principals and teachers provide YNTEP with support to provide many opportunities for students to experience various schools. Practicums are scheduled throughout the four years, with a capstone internship of 16 weeks in the final year. They are generally arranged in an elementary school setting, although individual arrangements can be considered, where appropriate, for grades 7 to 9 placements and French-language settings. All placements are subject to the availability of co-operating teachers in these schools.  Students are expected to undertake at least one four-week placement in a rural school.  

Our commitment is to foster YNTEP teacher candidates in gaining the dispositions, knowledge and skills to develop the habits of mind and capabilities to be day-one-ready for best practice instruction within a cross-cultural and diverse classroom.",
Yukon College,Yukon,56824492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.yukonu.ca/programs/first-nations-governance-and-public-administration,First Nations Governance and Public Administration,Certificate,"Whitehorse (Ayamdigut), Online/Video","Three-years, part-time","First Nations Governance and Public Administration (FNGPA) is a unique, cutting-edge, accredited, culturally relevant program transferable towards a diploma or degree at a number of academic institutions. It provides practical, relevant academic tools to senior managers to effectively manage First Nation governments.

Designed to be accessible to working professionals and to allow an integration of education into work and family life, ten courses are offered over three years through a combination of in-class and distance education.

Long distance students have an option to participate via videoconferencing technology or to travel to the host community. As well, all students have access to academic and writing support as required.

Course delivery is varied and may include a combination of lectures, seminars, group discussions, presentations and guest speakers.

The FNGPA program builds upon the Executive Development Pilot program certificate, which is a partnership between Champagne and Aishihik First Nations, Yukon University and Yukon government.

The program was created to bridge the gap between existing educational programs and the needs of self-governing First Nations in Yukon.  ",
Yukon College,Yukon,56824492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.yukonu.ca/programs/general-studies,General Studies,"Diploma
                Certificate",Whitehorse (Ayamdigut),One-year certificate AND Two-year diploma,"The General Studies programs integrate general knowledge and intellectual skills with specific occupational or professional skills. They are designed and intended for those who do not plan on pursuing a university degree or those who wish to develop an individualized program from a variety of programming areas at the University.

Students who wish to complete a university degree at a later time are encouraged either to limit their choices in the General Studies programs to courses in the School of Liberal Arts and School of Science or to pursue a Liberal Arts certificate or diploma.",
Yukon College,Yukon,56824492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.yukonu.ca/programs/health-care-assistant,Health Care Assistant,Certificate,Whitehorse (Ayamdigut),One-year certificate,"The Health Care Assistant (HCA) program is designed to provide students with opportunities to develop the knowledge, skills and attitudes necessary to function effectively as front-line caregivers and respected members of the health care team in community and facility settings. Under the direction and supervision of a health professional, graduates provide person-centred care aimed at promoting and maintaining the physical, emotional, cognitive, social and spiritual well-being of clients/residents.

The HCA program offers the theory and practice associated with providing personal care and support to individuals within the community and in residential facilities. Personal care and support includes:

emotional support
	assistance with personal hygiene and other activities of daily living
	upkeep of home
	food preparation
	family care
Theory and practice are planned to prepare graduates to work as caring individuals who assist clients/residents to achieve maximum independence in daily living.

This program is founded on concepts of caring, safety, critical thinking and decision making, and professional approaches to practice. These provide the underpinnings for the knowledge and skills that learners gain within the program.

Some courses are shared with other programs in the Univeristy to increase options for students who wish to further their education. This multidisciplinary approach promotes readiness for employment in the community by developing the student’s ability to function effectively within inter-professional teams.

Practical application of learning is basic to the program and students will be learning and working in the community throughout the program.

Classroom learning and sharing will prepare students for work experience, while work experience will enhance learning in the classroom.

HCA Program Outline

Duration

This certificate program consists of 14 courses (40 credits). The program runs late August through May with a short break in December.

General outcomes

Upon completion of the HCA program, graduates will be able to:

Provide person-centred care and assistance that recognizes and respects the uniqueness of each individual resident or client.
	Use an informed problem-solving approach to provide care and assistance that promotes the physical, psychological, social, cognitive and spiritual well-being of clients/residents and families.
	Provide care and assistance for clients/residents experiencing complex health challenges.
	Provide care and assistance for clients/residents experiencing cognitive and/or mental health challenges.
	Interact with other members of the healthcare team in ways that contribute to effective working relationships and the achievement of goals.
	Communicate clearly, accurately and in sensitive ways with clients/residents and families within a variety of communities and facility contexts.
	Provide personal care and assistance in a safe, competent and organized manner.
	Recognize and respond to their own self-development, learning and health enhancement needs.
	Perform the care provider role in a reflective, responsible, accountable and professional manner.
",
Yukon College,Yukon,56824492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.yukonu.ca/programs/heritage-and-culture,Heritage and Culture,Certificate,"Whitehorse (Ayamdigut), Online/Video",One-year certificate AND Full- or part-time ,"Combining theory and practice, the Heritage and Culture certificate (HCC) prepares students for work in the heritage and culture management field, with a specific focus on Yukon First Nations heritage and culture management.

Topics covered in the HCC include:

Yukon First Nations history
	public administration
	archives and collections management
	preservation of traditional knowledge
	language and culture
	anthropology
Students develop a foundation of professional ethics and values, self-awareness and critical thinking, and an understanding of heritage issues within their communities.

The HCC is available to students in the communities through distance-learning technologies.",
Yukon College,Yukon,56824492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.yukonu.ca/programs/liberal-arts,Liberal Arts,"Diploma
                Certificate",Whitehorse (Ayamdigut),One-year certificate AND Two-year diploma,"The Liberal Arts programs are designed for students wishing to transfer to a university degree or related program such as:

Arts
	Communications
	Education
	Educational or Clinical Psychology
	Environmental Policy and Management
	Literature and Letters
	Public History and Writing
	Public Policy and Research
	Recreation
	Social Services
	Social Work
	Tourism
Both Liberal Arts programs reflect the belief that degree-bound students ought to acquire solid critical thinking, research and communication skills through introductory study in a variety of social science and humanities disciplines. They also present an ideal opportunity for continuing education or for exploring various educational and career paths.",
Yukon College,Yukon,56824492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.yukonu.ca/programs/multimedia-communication,Multimedia Communication,Certificate,Whitehorse (Ayamdigut),One-year,"Open up the world of media, design and communication. In Multimedia Communication, students will strengthen communication skills while building a strong foundation in design and software literacy.

Learn to use a variety of industry standard creative software (Adobe Creative Cloud and others) to effectively engage an audience.

Whether students are just entering the field or wanting to enhance existing professional skills, this program has something for everyone. ",
